subject_id,race,age,income_cat,educ_cat,party,ideo,political_knowledge,y
2056,White,41,<50K,Some college,2,3,1,7
2057,White,35,>100K,College degree,1,1,0,5
2058,White,52,$50K-100K,Some college,6,2,0,7
2059,White,63,<50K,College degree,2,3,0.75,3
2060,White,43,Prefer not to say,Some college,1,4,1,3
2061,White,52,$50K-100K,Post-graduate degree,7,2,0.75,7
2062,White,52,$50K-100K,College degree,3,2,1,7
2063,White,61,<50K,High school or less,7,2,0.75,3
2064,Black,19,$50K-100K,High school or less,6,1,0,1
2065,White,29,<50K,College degree,4,4,1,7
2066,Hispanic/Latino,33,>100K,Post-graduate degree,1,1,0,2
2067,Other Race/Ethnicity,55,>100K,College degree,4,3,1,7
2068,White,58,$50K-100K,High school or less,6,3,0.5,5
2069,White,40,<50K,High school or less,7,2,1,4
2070,Black,28,<50K,College degree,1,1,0.25,4
2071,White,34,$50K-100K,College degree,6,3,0,7
2072,White,55,>100K,High school or less,7,3,0.5,1
2073,White,37,>100K,College degree,7,2,1,7
2074,Black,42,<50K,Some college,1,1,0.75,1
2075,White,57,$50K-100K,College degree,3,3,0.5,4
2076,Hispanic/Latino,42,$50K-100K,Some college,1,1,0.5,1
2077,Black,38,$50K-100K,College degree,1,1,1,3
2078,White,63,$50K-100K,Some college,7,2,1,7
2079,Black,44,$50K-100K,College degree,1,1,0.75,6
2080,Black,40,<50K,Some college,6,2,0,4
2081,Hispanic/Latino,20,<50K,High school or less,5,3,0.25,1
2082,White,50,$50K-100K,College degree,7,2,0.5,7
2083,White,56,<50K,College degree,7,2,0.75,4
2084,White,35,>100K,College degree,7,3,0.75,2
2085,Black,45,$50K-100K,Some college,2,3,1,3
2086,White,31,<50K,Some college,7,2,1,4
2087,White,60,<50K,College degree,1,3,1,4
2088,White,59,>100K,College degree,3,3,1,7
2089,White,37,$50K-100K,High school or less,2,2,0.5,3
2090,White,58,>100K,College degree,7,2,1,5
2091,Black,41,<50K,High school or less,3,3,0,4
2092,White,57,$50K-100K,College degree,7,3,0.5,7
2093,Hispanic/Latino,30,$50K-100K,High school or less,1,1,0.25,1
2094,White,43,>100K,Post-graduate degree,1,2,0.25,1
2095,White,59,<50K,High school or less,6,3,0.25,4
2096,White,40,>100K,Post-graduate degree,1,1,0.25,3
2097,White,45,$50K-100K,Post-graduate degree,4,3,0.75,5
2098,White,49,<50K,College degree,4,2,0.75,7
2099,Other Race/Ethnicity,40,$50K-100K,College degree,5,3,0.75,7
2100,White,23,<50K,High school or less,4,4,0.5,1
2101,Other Race/Ethnicity,32,<50K,College degree,6,3,0.75,3
2102,White,63,>100K,College degree,4,3,1,7
2103,White,59,$50K-100K,College degree,6,2,0.25,4
2104,White,48,<50K,High school or less,7,3,1,4
2105,White,61,<50K,Some college,6,2,1,7
2106,White,23,$50K-100K,Some college,7,2,0,2
2107,White,51,$50K-100K,High school or less,2,2,1,7
2108,Hispanic/Latino,49,<50K,High school or less,5,3,0.75,7
2109,White,53,Prefer not to say,Some college,4,4,0.5,4
2110,White,63,$50K-100K,College degree,6,2,1,7
2111,White,49,$50K-100K,Some college,4,2,1,7
2112,White,24,<50K,College degree,4,2,0,7
2113,Other Race/Ethnicity,59,<50K,College degree,1,3,1,4
2114,White,51,>100K,College degree,5,3,0.5,7
2115,Other Race/Ethnicity,29,<50K,High school or less,4,4,0.75,1
2116,White,63,$50K-100K,Some college,6,2,1,7
2117,White,58,<50K,High school or less,6,4,0.75,7
2118,White,52,>100K,Post-graduate degree,6,3,0.5,4
2119,White,61,<50K,High school or less,1,3,1,1
2120,White,64,>100K,College degree,6,3,0.75,6
2121,White,59,<50K,High school or less,2,1,0.75,6
2122,Other Race/Ethnicity,63,>100K,College degree,7,2,0.75,7
2123,White,42,$50K-100K,College degree,7,2,0.75,1
2124,White,39,$50K-100K,High school or less,7,3,0.75,1
2125,White,62,$50K-100K,Post-graduate degree,1,1,0.75,5
2126,White,42,$50K-100K,College degree,2,3,0.75,7
2127,White,52,<50K,Some college,3,2,1,7
2128,White,57,Prefer not to say,College degree,1,1,1,6
2129,White,61,>100K,Post-graduate degree,1,3,1,5
2130,Black,20,<50K,High school or less,1,4,0,4
2131,White,60,$50K-100K,High school or less,7,2,1,7
2132,White,61,<50K,College degree,7,2,1,7
2133,White,58,$50K-100K,College degree,3,2,0.5,7
2134,White,42,$50K-100K,College degree,5,1,0.5,3
2135,White,51,>100K,Post-graduate degree,1,1,0.5,1
2136,White,54,<50K,High school or less,2,2,0.75,7
2137,White,61,$50K-100K,Some college,3,2,0.75,7
2138,White,50,$50K-100K,Some college,4,2,1,7
2139,White,54,>100K,High school or less,3,2,1,7
2140,White,43,$50K-100K,High school or less,3,2,1,7
2141,White,59,$50K-100K,Post-graduate degree,1,3,0.75,6
2142,White,53,$50K-100K,Post-graduate degree,7,2,0.75,7
2143,White,46,<50K,High school or less,6,3,0.75,3
2144,White,60,>100K,College degree,3,3,1,7
2145,White,57,Prefer not to say,Some college,4,3,0.75,7
2146,White,49,>100K,Post-graduate degree,7,3,1,4
2147,White,62,<50K,High school or less,7,2,1,7
2148,White,59,$50K-100K,Some college,6,2,1,7
2149,Hispanic/Latino,53,>100K,College degree,1,2,0.25,1
2150,White,61,>100K,College degree,3,2,1,7
2151,White,62,>100K,Some college,6,3,0.75,7
2152,White,60,>100K,High school or less,2,1,0.75,1
2153,White,41,<50K,Some college,7,2,0.5,7
2154,White,49,>100K,College degree,5,3,0.75,3
2155,White,20,<50K,Some college,1,1,0.75,4
2156,White,64,<50K,High school or less,4,3,0.75,5
2157,White,60,<50K,Some college,7,3,0.75,6
2158,White,63,<50K,High school or less,7,2,0.75,1
2159,White,40,<50K,College degree,5,1,0.75,4
2160,White,53,>100K,College degree,7,3,0.75,7
2161,White,51,<50K,Some college,2,4,0.5,4
2162,White,53,$50K-100K,College degree,7,2,1,7
2163,White,64,$50K-100K,Some college,7,2,0.75,7
2164,White,21,$50K-100K,Some college,3,1,0.5,1
2165,White,53,<50K,High school or less,7,3,0.25,7
2166,White,60,>100K,College degree,7,2,0.5,7
2167,White,39,Prefer not to say,High school or less,4,4,0.5,7
2168,White,58,>100K,College degree,7,2,1,7
2169,White,64,>100K,High school or less,7,2,0.75,7
2170,White,50,$50K-100K,Post-graduate degree,1,1,0.75,4
2171,Black,22,<50K,High school or less,4,3,0.25,1
2172,White,50,>100K,College degree,7,2,1,7
2173,White,51,$50K-100K,College degree,1,3,0.5,1
2174,Black,21,<50K,High school or less,1,2,0,5
2175,White,19,$50K-100K,High school or less,1,1,0.25,1
2176,White,64,>100K,College degree,3,2,1,4
2177,Black,57,<50K,Post-graduate degree,1,1,1,1
2178,White,51,<50K,College degree,1,3,0.5,2
2179,White,49,>100K,Post-graduate degree,7,2,0.75,5
2180,Hispanic/Latino,42,>100K,Post-graduate degree,1,1,0.75,7
2181,White,48,>100K,High school or less,7,2,1,7
2182,White,57,>100K,College degree,5,3,0.75,1
2183,Black,57,<50K,High school or less,2,3,1,6
2184,White,51,$50K-100K,Some college,7,2,0.75,7
2185,White,62,$50K-100K,High school or less,7,2,0.5,7
2186,White,63,<50K,Some college,5,3,1,4
2187,White,24,<50K,College degree,1,1,0.25,4
2188,White,54,<50K,Some college,1,1,0.25,3
2189,White,48,>100K,College degree,7,2,0.75,7
2190,White,49,$50K-100K,High school or less,4,4,0.75,3
2191,White,21,<50K,Some college,7,2,0.5,5
2192,Black,49,<50K,High school or less,1,1,0.5,2
2193,Black,26,<50K,High school or less,1,3,0.5,2
2194,Black,61,<50K,High school or less,4,2,0.75,1
2195,Hispanic/Latino,45,<50K,College degree,1,1,0.75,2
2196,White,59,<50K,College degree,3,2,1,7
2197,White,64,$50K-100K,Post-graduate degree,3,3,1,7
2198,White,24,>100K,College degree,1,1,1,1
2199,Black,18,<50K,High school or less,4,3,0.25,3
2200,Hispanic/Latino,25,<50K,High school or less,3,2,0.5,5
2201,White,47,$50K-100K,College degree,4,4,0.75,7
2202,White,45,<50K,Some college,7,2,1,7
2203,White,62,>100K,College degree,6,2,0.75,4
2204,White,51,<50K,College degree,7,2,0.5,4
2205,Black,62,$50K-100K,College degree,7,2,1,7
2206,White,53,$50K-100K,College degree,7,2,1,7
2207,Black,24,<50K,Some college,5,1,0.75,2
2208,Hispanic/Latino,57,<50K,College degree,1,1,1,2
2209,White,23,<50K,High school or less,5,3,0.25,4
2210,Hispanic/Latino,53,<50K,High school or less,1,1,0.75,4
2211,White,21,<50K,Some college,1,1,0.75,3
2212,Other Race/Ethnicity,38,<50K,High school or less,4,4,0.25,4
2213,Hispanic/Latino,46,<50K,High school or less,3,3,1,7
2214,Hispanic/Latino,19,>100K,Some college,3,2,0.25,3
2215,Hispanic/Latino,27,$50K-100K,College degree,5,3,1,1
2216,Hispanic/Latino,19,>100K,High school or less,1,1,1,3
2217,White,19,$50K-100K,Some college,7,2,0,6
2218,Hispanic/Latino,36,$50K-100K,Some college,4,4,0.5,7
2219,White,20,<50K,High school or less,1,1,0,7
2220,White,23,<50K,High school or less,4,4,0,7
2221,Hispanic/Latino,26,<50K,High school or less,3,2,0.25,4
2222,Hispanic/Latino,40,$50K-100K,High school or less,4,1,0.25,7
2223,White,36,<50K,College degree,7,2,0.75,5
2224,White,77,Prefer not to say,College degree,7,3,1,7
2225,Hispanic/Latino,43,<50K,High school or less,1,1,0.25,1
2226,Hispanic/Latino,18,<50K,High school or less,4,3,0.25,7
2227,Hispanic/Latino,32,$50K-100K,Post-graduate degree,6,4,0.75,6
2228,Hispanic/Latino,40,$50K-100K,Post-graduate degree,7,2,0.75,7
2229,Hispanic/Latino,47,<50K,Some college,4,3,0.25,1
2230,White,23,<50K,College degree,6,2,0.75,4
2231,Hispanic/Latino,52,$50K-100K,High school or less,1,2,0.75,1
2232,Other Race/Ethnicity,23,<50K,Some college,4,3,0.25,1
2233,Hispanic/Latino,56,$50K-100K,High school or less,2,3,0.5,1
2234,Black,20,<50K,Some college,4,2,0.75,7
2235,Black,20,<50K,Some college,1,1,0.5,1
2236,White,22,<50K,Post-graduate degree,4,4,0.5,4
2237,Hispanic/Latino,21,>100K,College degree,2,2,0.25,3
2238,Hispanic/Latino,49,<50K,Some college,2,3,0.5,1
2239,Hispanic/Latino,23,<50K,College degree,5,4,0.25,1
2240,Hispanic/Latino,18,<50K,High school or less,1,1,1,3
2241,Other Race/Ethnicity,39,<50K,College degree,5,2,0.5,3
2242,Hispanic/Latino,18,Prefer not to say,High school or less,2,4,0.25,4
2243,Hispanic/Latino,21,$50K-100K,College degree,1,2,0.5,3
2244,Other Race/Ethnicity,33,$50K-100K,Post-graduate degree,3,1,0.25,1
2245,Hispanic/Latino,22,$50K-100K,Post-graduate degree,7,1,0.75,3
2246,Hispanic/Latino,43,$50K-100K,College degree,1,3,1,4
2247,Hispanic/Latino,22,$50K-100K,Some college,2,1,0.25,4
2248,Hispanic/Latino,22,$50K-100K,Some college,4,3,0.25,6
2249,Black,47,<50K,High school or less,4,4,0,1
2250,Hispanic/Latino,64,<50K,College degree,1,1,0.5,4
2251,Hispanic/Latino,39,<50K,High school or less,2,3,0,3
2252,Hispanic/Latino,53,$50K-100K,High school or less,2,1,0.75,4
2253,Hispanic/Latino,39,$50K-100K,High school or less,5,4,0.75,4
2254,Hispanic/Latino,23,<50K,High school or less,1,2,0.5,7
2255,White,35,$50K-100K,College degree,1,1,0.5,5
2256,Hispanic/Latino,35,Prefer not to say,College degree,4,4,0.75,4
2257,Other Race/Ethnicity,35,>100K,Post-graduate degree,1,1,0.25,2
2258,White,27,<50K,High school or less,6,4,0.25,4
2259,White,45,<50K,College degree,7,2,0.75,5
2260,White,35,<50K,High school or less,4,4,0.25,7
2261,White,28,Prefer not to say,College degree,7,2,1,7
2262,White,51,<50K,Some college,1,2,0.75,1
2263,White,52,<50K,College degree,7,2,0.25,2
2264,White,82,<50K,High school or less,1,2,0.75,3
2265,White,53,$50K-100K,High school or less,6,2,0.5,4
2266,White,46,<50K,Some college,4,3,0.25,7
2267,White,71,>100K,High school or less,7,2,1,7
2268,Other Race/Ethnicity,28,<50K,Some college,4,4,0.25,1
2269,Black,40,<50K,High school or less,2,1,0,1
2270,White,67,<50K,High school or less,4,2,1,7
2271,Hispanic/Latino,24,<50K,High school or less,3,3,0.5,7
2272,White,62,<50K,Some college,7,2,1,7
2273,Hispanic/Latino,66,$50K-100K,Post-graduate degree,4,3,1,6
2274,Other Race/Ethnicity,75,<50K,High school or less,4,4,0.75,6
2275,Black,82,>100K,College degree,1,3,0.75,6
2276,White,57,$50K-100K,Some college,7,2,0.75,4
2277,White,90,$50K-100K,Some college,4,3,0.75,7
2278,White,63,<50K,Some college,7,2,1,7
2279,White,58,<50K,High school or less,4,4,0.75,4
2280,White,71,$50K-100K,College degree,7,2,0.5,1
2281,White,67,$50K-100K,Some college,7,2,1,7
2282,White,60,>100K,College degree,7,2,1,1
2283,Hispanic/Latino,73,>100K,College degree,7,2,1,7
2284,White,69,$50K-100K,High school or less,2,3,0.75,7
2285,White,73,<50K,Some college,2,3,1,6
2286,White,67,>100K,High school or less,2,3,1,1
2287,White,69,$50K-100K,College degree,2,1,1,5
2288,White,74,Prefer not to say,College degree,4,3,1,6
2289,White,63,>100K,College degree,1,1,1,6
2290,White,68,$50K-100K,High school or less,1,1,1,2
2291,White,70,<50K,Some college,1,2,0.5,2
2292,White,77,<50K,Some college,4,3,1,4
2293,White,69,$50K-100K,Some college,3,3,0.75,7
2294,White,73,<50K,High school or less,6,2,1,7
2295,White,69,$50K-100K,College degree,4,3,1,7
2296,Other Race/Ethnicity,25,>100K,College degree,3,3,0.25,6
2297,White,75,<50K,College degree,6,2,0.75,4
2298,White,77,Prefer not to say,High school or less,5,3,0.5,6
2299,White,76,Prefer not to say,Some college,7,2,0.75,7
2300,White,35,$50K-100K,High school or less,4,3,1,3
2301,White,70,$50K-100K,College degree,6,2,0.5,7
2302,White,73,$50K-100K,High school or less,2,2,0.75,4
2303,White,49,<50K,College degree,2,3,0.75,6
2304,White,66,$50K-100K,Post-graduate degree,1,1,1,3
2305,White,72,>100K,College degree,1,1,1,4
2306,White,75,$50K-100K,College degree,3,2,1,7
2307,White,78,$50K-100K,High school or less,4,3,0.75,4
2308,White,36,<50K,College degree,1,1,0.75,1
2309,White,64,<50K,High school or less,4,4,1,7
2310,Hispanic/Latino,63,<50K,College degree,1,1,0.25,4
2311,White,87,Prefer not to say,Post-graduate degree,1,1,0.75,7
2312,White,57,>100K,High school or less,3,3,0.5,7
2313,Hispanic/Latino,21,$50K-100K,High school or less,1,1,0.25,2
2314,White,64,$50K-100K,Some college,6,2,0.75,7
2315,White,60,<50K,High school or less,2,3,0.5,1
2316,White,26,$50K-100K,College degree,4,1,1,1
2317,Other Race/Ethnicity,51,<50K,Post-graduate degree,1,1,1,1
2318,White,58,>100K,College degree,7,2,0.75,7
2319,White,71,<50K,College degree,4,3,1,7
2320,White,44,$50K-100K,College degree,6,2,1,6
2321,White,70,<50K,High school or less,4,3,1,7
2322,White,34,Prefer not to say,Some college,3,2,1,7
2323,White,54,$50K-100K,Some college,2,3,1,7
2324,White,38,$50K-100K,Post-graduate degree,6,2,1,6
2325,Other Race/Ethnicity,74,<50K,College degree,1,3,1,1
2326,Black,68,<50K,College degree,1,1,0.75,3
2327,White,52,$50K-100K,Post-graduate degree,7,2,0.75,7
2328,White,64,$50K-100K,Post-graduate degree,3,3,1,5
2329,White,77,<50K,High school or less,2,3,0.75,5
2330,White,25,<50K,High school or less,4,3,0.25,4
2331,White,71,$50K-100K,Some college,1,1,1,7
2332,White,65,$50K-100K,College degree,7,2,1,7
2333,Black,30,<50K,High school or less,2,3,0.25,7
2334,White,27,<50K,High school or less,7,1,0.5,2
2335,White,35,<50K,College degree,7,2,0.75,1
2336,White,73,$50K-100K,High school or less,3,2,1,7
2337,White,46,<50K,Some college,6,4,0,7
2338,White,71,$50K-100K,Post-graduate degree,1,1,1,6
2339,Other Race/Ethnicity,61,Prefer not to say,College degree,2,4,0.75,4
2340,White,64,$50K-100K,College degree,7,2,1,7
2341,White,69,$50K-100K,College degree,1,1,1,6
2342,White,67,$50K-100K,Some college,6,3,0.75,5
2343,White,66,$50K-100K,Some college,4,2,0.5,7
2344,White,75,>100K,Post-graduate degree,7,2,0.75,7
2345,White,68,<50K,College degree,4,3,0.5,3
2346,White,43,<50K,College degree,6,2,0.75,1
2347,White,79,<50K,College degree,1,1,1,5
2348,White,59,$50K-100K,College degree,4,1,0.75,2
2349,White,70,<50K,College degree,4,2,1,6
2350,White,64,Prefer not to say,College degree,3,2,0.75,4
2351,White,76,>100K,College degree,2,1,1,3
2352,White,67,<50K,High school or less,7,3,0.75,7
2353,White,72,>100K,College degree,7,2,0.75,7
2354,Black,38,<50K,High school or less,1,4,0.25,1
2355,White,67,>100K,College degree,6,4,1,7
2356,Black,72,<50K,High school or less,1,1,0.5,4
2357,Black,80,<50K,Some college,1,3,0.75,1
2358,White,68,$50K-100K,College degree,7,2,0.75,7
2359,White,75,<50K,Post-graduate degree,7,2,1,7
2360,White,61,>100K,High school or less,1,1,0.75,7
2361,White,76,<50K,Post-graduate degree,7,2,1,7
2362,White,44,<50K,College degree,1,1,0.5,5
2363,White,30,>100K,College degree,7,1,0,1
2364,White,53,<50K,Some college,1,1,0.75,1
2365,Hispanic/Latino,22,<50K,College degree,1,1,0.5,5
2366,Hispanic/Latino,20,<50K,High school or less,4,4,0,1
2367,Hispanic/Latino,25,<50K,High school or less,1,1,0.5,2
2368,White,65,<50K,Some college,5,1,0.75,1
2369,White,47,$50K-100K,College degree,5,3,1,4
2370,White,69,$50K-100K,High school or less,7,2,1,7
2371,White,66,>100K,Post-graduate degree,4,3,0.75,4
2372,White,68,>100K,Some college,4,3,1,7
2373,White,72,$50K-100K,College degree,7,2,0.75,7
2374,White,69,<50K,College degree,7,2,1,7
2375,White,65,>100K,Post-graduate degree,4,2,1,7
2376,White,52,<50K,College degree,7,2,0.75,4
2377,Black,34,>100K,College degree,3,3,0.5,1
2378,Other Race/Ethnicity,35,<50K,College degree,4,3,0.75,7
2379,White,50,<50K,High school or less,6,2,0.25,1
2380,White,29,<50K,College degree,5,3,0.75,3
2381,White,68,$50K-100K,Some college,7,2,1,7
2382,White,71,$50K-100K,Some college,7,2,1,7
2383,Other Race/Ethnicity,65,$50K-100K,College degree,2,4,0.75,4
2384,White,72,<50K,High school or less,7,2,1,1
2385,Other Race/Ethnicity,28,<50K,College degree,4,3,1,7
2386,White,81,Prefer not to say,Some college,7,2,0.75,7
2387,White,67,$50K-100K,High school or less,4,3,0.75,6
2388,Hispanic/Latino,67,>100K,College degree,5,3,1,5
2389,White,41,<50K,College degree,7,2,1,4
2390,White,70,<50K,Post-graduate degree,5,1,1,4
2391,White,39,$50K-100K,High school or less,2,2,0.5,3
2392,White,38,>100K,College degree,7,2,0.25,1
2393,White,56,<50K,College degree,4,1,0.25,1
2394,White,66,>100K,College degree,7,2,1,7
2395,White,53,<50K,Some college,6,3,0.25,4
2396,White,47,<50K,High school or less,6,2,0.75,7
2397,White,64,<50K,College degree,5,3,1,7
2398,Hispanic/Latino,30,$50K-100K,Some college,6,3,0.75,6
2399,Black,40,<50K,Some college,7,1,0.5,7
2400,White,64,<50K,Some college,4,3,0.75,7
2401,White,81,<50K,College degree,2,3,0.25,3
2402,White,35,<50K,Some college,7,2,0.25,1
2403,White,47,<50K,College degree,6,3,0.5,1
2404,White,32,<50K,Some college,4,3,0.25,1
2405,White,48,<50K,High school or less,7,2,1,7
2406,Other Race/Ethnicity,41,<50K,College degree,3,1,0,1
2407,Hispanic/Latino,24,$50K-100K,College degree,1,1,0.75,2
2408,White,28,<50K,High school or less,2,1,0.75,1
2409,White,28,$50K-100K,College degree,4,3,0.25,7
2410,Other Race/Ethnicity,32,$50K-100K,Post-graduate degree,4,3,0.25,1
2411,White,44,$50K-100K,High school or less,4,4,0.25,1
2412,White,74,<50K,Post-graduate degree,1,1,0.5,4
2413,White,76,<50K,Some college,3,2,1,7
2414,White,78,$50K-100K,Some college,6,2,0.5,6
2415,White,70,<50K,High school or less,7,2,0.5,7
2416,Black,44,<50K,College degree,1,2,0.25,2
2417,White,36,<50K,College degree,1,2,0,1
2418,Black,23,<50K,Some college,4,3,0,2
2419,Black,57,<50K,High school or less,1,3,0.25,1
2420,Black,51,<50K,Some college,1,3,0.75,1
2421,White,69,<50K,College degree,7,2,0.5,5
2422,White,29,<50K,High school or less,4,3,0.25,3
2423,White,72,$50K-100K,College degree,7,2,0.75,7
2424,White,66,$50K-100K,Some college,1,4,1,7
2425,White,49,<50K,High school or less,7,2,0.75,3
2426,White,21,<50K,High school or less,7,2,1,1
2427,White,68,<50K,High school or less,2,2,0.75,1
2428,Black,56,<50K,High school or less,1,1,1,4
2429,White,37,$50K-100K,Some college,1,1,0.75,4
2430,Black,36,<50K,College degree,1,1,1,7
2431,Black,23,<50K,Some college,4,2,0.25,3
2432,White,39,<50K,High school or less,7,3,0,1
2433,White,55,>100K,Post-graduate degree,1,1,0.75,5
2434,White,59,<50K,High school or less,4,3,0.75,6
2435,White,53,<50K,Some college,4,3,0.25,4
2436,White,40,<50K,Some college,4,4,0.25,7
2437,Black,66,<50K,High school or less,1,3,1,3
2438,White,61,<50K,High school or less,5,2,0.25,7
2439,White,60,<50K,College degree,1,1,1,5
2440,White,23,<50K,Some college,7,3,0.5,1
2441,Other Race/Ethnicity,32,>100K,College degree,1,1,1,5
2442,White,31,<50K,High school or less,7,4,0.5,4
2443,White,42,$50K-100K,High school or less,4,2,0.25,7
2444,White,27,<50K,High school or less,3,3,0,1
2445,Other Race/Ethnicity,29,<50K,High school or less,4,3,0.25,4
2446,White,37,$50K-100K,High school or less,1,1,1,6
2447,White,46,<50K,High school or less,7,3,0.75,2
2448,White,47,<50K,High school or less,5,1,1,1
2449,Other Race/Ethnicity,59,Prefer not to say,High school or less,1,3,0.5,2
2450,White,64,$50K-100K,Some college,1,1,1,2
2451,White,34,<50K,High school or less,7,2,0.75,7
2452,White,51,<50K,High school or less,1,3,0.75,1
2453,Black,29,>100K,College degree,1,3,0.75,1
2454,White,43,<50K,College degree,7,2,0.25,6
2455,White,35,<50K,College degree,3,1,0,1
2456,Hispanic/Latino,33,<50K,High school or less,1,1,0.5,2
2457,White,43,<50K,College degree,7,2,1,7
2458,White,32,<50K,High school or less,4,3,0.25,7
2459,Hispanic/Latino,64,<50K,High school or less,6,2,0.75,4
2460,Other Race/Ethnicity,40,$50K-100K,College degree,4,3,0.25,7
2461,White,56,$50K-100K,College degree,3,3,1,7
2462,White,71,<50K,College degree,7,2,1,1
2463,White,30,<50K,High school or less,2,1,0.5,3
2464,White,70,$50K-100K,High school or less,1,1,1,7
2465,White,35,<50K,Post-graduate degree,2,1,0.5,4
2466,White,40,$50K-100K,College degree,4,4,0.75,5
2467,White,52,<50K,Some college,4,3,0.75,3
2468,White,37,>100K,Some college,2,3,0.75,2
2469,White,63,<50K,High school or less,1,3,0.75,7
2470,White,33,<50K,High school or less,4,3,0,4
2471,White,46,<50K,Some college,1,1,0.75,1
2472,Black,36,$50K-100K,College degree,1,1,0.25,1
2473,White,67,<50K,Some college,1,1,1,5
2474,White,49,<50K,High school or less,2,3,0.75,3
2475,White,63,$50K-100K,Post-graduate degree,1,3,0.75,6
2476,White,56,<50K,High school or less,1,3,0.5,7
2477,White,47,$50K-100K,High school or less,2,1,0.5,4
2478,Hispanic/Latino,25,<50K,College degree,6,3,0.25,3
2479,White,43,$50K-100K,College degree,5,1,0.5,5
2480,Black,53,<50K,High school or less,1,3,0.5,4
2481,White,75,$50K-100K,High school or less,3,3,0.75,7
2482,White,30,<50K,Some college,4,4,0,2
2483,Other Race/Ethnicity,53,$50K-100K,Some college,7,2,0.75,7
2484,White,63,<50K,College degree,5,3,0.75,3
2485,White,54,<50K,College degree,4,4,0.5,1
2486,White,29,<50K,Some college,7,2,0.25,4
2487,White,44,<50K,High school or less,1,3,0.75,1
2488,White,66,$50K-100K,Some college,5,3,0.75,4
2489,White,40,$50K-100K,College degree,7,2,0.75,7
2490,Other Race/Ethnicity,41,<50K,High school or less,1,3,0.5,4
2491,White,58,<50K,Some college,6,3,0.25,7
2492,Black,77,<50K,Some college,1,1,0.5,6
2493,White,51,<50K,High school or less,4,4,0,4
2494,Black,34,$50K-100K,College degree,2,1,1,5
2495,White,44,>100K,Post-graduate degree,5,3,1,5
2496,White,39,<50K,College degree,1,3,0.75,4
2497,White,30,$50K-100K,High school or less,1,1,0.25,1
2498,White,65,$50K-100K,Post-graduate degree,1,1,1,1
2499,White,71,>100K,Post-graduate degree,2,3,1,2
2500,White,53,$50K-100K,High school or less,3,2,0.75,2
2501,White,42,<50K,High school or less,6,2,0.75,2
2502,Hispanic/Latino,19,<50K,Some college,5,1,1,2
2503,White,33,<50K,Some college,1,3,0.5,3
2504,White,48,<50K,College degree,7,2,0.75,1
2505,White,85,<50K,Some college,1,1,1,4
2506,White,54,>100K,College degree,6,2,0.75,3
2507,White,20,$50K-100K,Some college,5,1,0.5,6
2508,White,37,<50K,High school or less,1,1,0.75,3
2509,White,44,<50K,College degree,4,3,1,3
2510,White,57,<50K,Some college,7,2,0.5,7
2511,White,77,$50K-100K,Post-graduate degree,2,2,1,7
2512,White,40,<50K,College degree,7,2,0.75,1
2513,White,88,<50K,High school or less,7,2,0.5,1
2514,White,30,$50K-100K,Some college,7,2,0.5,4
2515,White,40,<50K,High school or less,7,2,0.75,4
2516,White,41,<50K,Some college,1,1,1,3
2517,White,42,<50K,Some college,3,2,1,7
2518,White,46,$50K-100K,College degree,7,2,0.25,7
2519,White,60,$50K-100K,Some college,7,2,0.5,6
2520,White,48,<50K,High school or less,6,2,0,4
2521,White,21,>100K,Some college,2,1,1,6
2522,Black,29,<50K,High school or less,4,1,0.25,1
2523,White,43,<50K,High school or less,4,3,1,1
2524,White,53,<50K,College degree,1,1,1,1
2525,White,32,<50K,Some college,4,1,0,3
2526,White,73,<50K,College degree,7,2,1,7
2527,White,42,<50K,High school or less,7,3,0.5,4
2528,White,33,<50K,Some college,2,1,0,7
2529,White,48,<50K,College degree,2,4,0.5,5
2530,White,45,$50K-100K,Some college,2,3,0.75,3
2531,White,52,$50K-100K,College degree,6,3,0,6
2532,White,35,>100K,Post-graduate degree,6,2,0.5,5
2533,White,56,<50K,High school or less,3,3,0,7
2534,White,34,<50K,High school or less,5,2,0.75,4
2535,White,37,>100K,College degree,4,2,1,7
2536,White,53,$50K-100K,Some college,7,2,0.75,1
2537,White,35,$50K-100K,Some college,3,3,0.5,1
2538,White,55,>100K,Some college,7,2,0.75,7
2539,White,58,$50K-100K,College degree,2,3,0.5,7
2540,White,31,$50K-100K,Some college,7,2,0.25,3
2541,White,70,<50K,College degree,3,2,0.5,7
2542,White,71,<50K,Some college,7,2,0.75,7
2543,White,62,<50K,Post-graduate degree,1,2,1,7
2544,White,26,Prefer not to say,High school or less,4,4,0.25,4
2545,White,28,<50K,College degree,2,3,0.5,7
2546,White,67,<50K,College degree,7,2,0.75,1
2547,White,65,<50K,High school or less,4,3,0.75,4
2548,White,64,<50K,High school or less,7,2,1,7
2549,Hispanic/Latino,21,>100K,College degree,1,1,1,4
2550,White,70,<50K,Some college,4,3,0.5,7
2551,White,33,<50K,High school or less,4,4,0.25,1
2552,White,82,<50K,Post-graduate degree,7,2,1,7
2553,Black,57,$50K-100K,Some college,2,2,0.75,7
2554,Black,41,<50K,College degree,4,3,0.5,4
2555,White,37,<50K,Some college,7,2,0.25,2
2556,White,40,<50K,High school or less,4,4,0.25,4
2557,White,29,<50K,High school or less,1,1,0,7
2558,White,28,<50K,College degree,1,1,0.5,4
2559,White,40,<50K,College degree,1,1,1,1
